Length(mm),Welding Current (avg) (A),Welding Voltage (avg) (V),Welding Gas Usage (l),Electricity Usage (W),Welding Cycle Time
21.00,105.99,11.00,0.85,0.00,2.99
21.00,100.88,11.57,0.88,0.00,2.99
21.00,104.62,11.86,0.77,0.00,2.99
21.00,90.32,10.68,0.77,0.00,2.99
21.00,108.87,11.38,0.82,0.00,3.00
21.00,103.69,9.80,0.85,0.00,3.00
21.00,100.37,11.61,0.85,0.00,3.00
21.00,104.66,11.71,0.85,0.00,3.00
21.00,102.62,11.99,0.84,0.00,3.00
21.00,103.32,12.03,0.83,0.00,3.00
26.00,107.61,12.50,0.82,0.00,3.00
26.00,107.62,12.44,0.83,0.00,3.00
26.00,110.61,11.26,0.83,0.00,3.00
26.00,106.24,11.54,0.83,0.00,3.00
26.00,108.44,12.28,0.80,0.00,3.00
26.00,111.61,11.60,0.82,0.00,3.00
21.00,102.49,12.18,0.78,0.00,3.00
21.00,101.77,11.82,0.85,0.00,3.02
21.00,101.77,13.33,0.80,0.00,3.02
21.00,106.25,11.41,0.84,0.00,3.02
21.00,105.87,11.44,0.77,0.00,3.02
26.00,108.74,12.27,0.78,0.00,3.02
26.00,108.87,12.52,0.82,0.00,3.02
21.00,90.87,10.28,0.81,0.00,3.02
21.00,106.22,10.83,0.88,0.00,3.02
21.00,97.99,11.95,0.86,0.00,3.02
21.00,108.00,10.78,0.88,0.00,3.02
21.00,98.99,11.20,0.85,0.00,3.02
21.00,101.42,12.67,0.88,0.00,3.02
21.00,108.33,10.92,0.87,0.00,3.02
21.00,107.62,12.07,0.83,0.00,3.02
21.00,105.12,11.64,0.77,0.00,3.02
21.00,107.57,12.14,0.80,0.00,3.02
21.00,106.99,12.10,0.79,0.00,3.02
32.00,109.74,11.44,0.89,0.00,3.02
21.00,89.74,10.10,0.76,0.00,3.02
21.00,105.77,11.22,0.82,0.00,3.03
21.00,101.00,11.11,0.86,0.00,3.03
21.00,108.37,11.21,0.84,0.00,3.03
21.00,107.59,11.94,0.84,0.00,3.03
21.00,102.37,12.67,0.86,0.00,3.03
21.00,105.25,11.62,0.84,0.00,3.03
26.00,108.77,12.27,0.82,0.00,3.03
26.00,99.80,12.46,0.90,0.00,3.03
32.00,113.12,12.81,0.90,0.00,3.03
32.00,106.71,12.57,0.88,0.00,3.03
21.00,101.44,11.28,0.88,0.00,3.03
21.00,104.10,11.40,0.87,0.00,3.03
21.00,104.00,10.99,0.86,0.00,3.03
21.00,100.70,11.17,0.85,0.00,3.03
21.00,84.71,10.57,0.78,0.00,3.03
21.00,103.11,12.29,0.83,0.00,3.05
26.00,108.99,12.24,0.85,0.00,3.05
32.00,110.77,13.36,0.90,0.00,3.05
21.00,105.24,11.18,0.84,0.00,3.05
21.00,106.11,11.54,0.82,0.00,3.05
21.00,103.49,10.93,0.88,0.00,3.05
21.00,103.50,11.51,0.91,0.00,3.05
21.00,105.24,11.29,0.85,0.00,3.05
21.00,104.88,11.25,0.86,0.00,3.05
21.00,104.99,11.73,0.84,0.00,3.05
21.00,106.33,11.97,0.86,0.00,3.05
26.00,108.22,12.09,0.80,0.00,3.05
26.00,104.33,12.39,0.84,0.00,3.05
32.00,106.44,11.96,0.89,0.00,3.05
32.00,109.77,11.73,0.91,0.00,3.05
21.00,90.71,10.63,0.69,0.00,3.05
21.00,90.62,11.16,0.76,0.00,3.05
21.00,107.75,11.33,0.88,0.00,3.05
21.00,108.89,11.57,0.85,0.00,3.05
21.00,109.85,10.40,0.75,0.00,3.06
21.00,107.12,11.03,0.85,0.00,3.06
21.00,107.99,11.80,0.84,0.00,3.06
26.00,109.59,12.60,0.86,0.00,3.06
32.00,105.09,12.47,0.87,0.00,3.06
21.00,89.37,10.18,0.78,0.00,3.06
21.00,104.37,11.31,0.85,0.00,3.06
21.00,103.37,11.81,0.85,0.00,3.06
21.00,108.88,11.05,0.86,0.00,3.06
26.00,102.50,12.69,0.86,0.00,3.06
26.00,107.24,12.37,0.86,0.00,3.06
26.00,111.74,11.59,0.83,0.00,3.06
26.00,111.66,11.74,0.83,0.00,3.06
26.00,107.85,12.37,0.82,0.00,3.06
32.00,112.86,13.24,0.93,0.00,3.06
21.00,106.77,11.44,0.88,0.00,3.08
21.00,100.99,11.47,0.89,0.00,3.08
21.00,98.13,12.49,0.84,0.00,3.08
26.00,108.33,12.23,0.80,0.00,3.08
26.00,110.99,12.56,0.81,0.00,3.08
26.00,105.39,12.16,0.89,0.00,3.08
32.00,110.44,13.33,0.91,0.00,3.08
32.00,109.66,11.80,0.93,0.00,3.08
21.00,91.10,10.55,0.79,0.00,3.08
26.00,104.55,12.81,0.84,0.00,3.08
26.00,105.99,12.40,0.81,0.00,3.08
26.00,99.66,12.19,0.85,0.00,3.08
21.00,106.12,10.81,0.89,0.00,3.09
21.00,99.12,11.96,0.88,0.00,3.09
32.00,109.77,11.19,0.92,0.00,3.09
21.00,95.27,10.79,0.73,0.00,3.09
21.00,100.66,10.97,0.89,0.00,3.09
26.00,109.10,12.18,0.84,0.00,3.09
26.00,108.12,12.55,0.81,0.00,3.09
26.00,104.10,13.31,0.85,0.00,3.09
26.00,111.28,11.71,0.83,0.00,3.09
26.00,104.87,12.34,0.87,0.00,3.09
32.00,110.21,13.54,0.90,0.00,3.09
32.00,111.66,13.42,0.89,0.00,3.09
21.00,93.10,10.90,0.79,0.00,3.09
21.00,107.24,11.46,0.86,0.00,3.11
21.00,103.11,12.14,0.88,0.00,3.11
21.00,103.24,11.46,0.84,0.00,3.11
21.00,105.24,11.79,0.89,0.00,3.11
21.00,100.62,11.31,0.87,0.00,3.11
21.00,101.00,11.93,0.85,0.00,3.11
21.00,107.28,11.84,0.80,0.00,3.11
26.00,108.10,12.03,0.85,0.00,3.11
21.00,90.99,10.87,0.75,0.00,3.11
21.00,98.44,10.89,0.92,0.00,3.11
21.00,104.66,10.87,0.88,0.00,3.11
26.00,104.49,12.10,0.88,0.00,3.11
21.00,86.49,11.45,0.79,0.00,3.11
26.00,103.99,12.22,0.88,0.00,3.12
21.00,104.10,11.20,0.86,0.00,3.13
21.00,102.50,11.02,0.86,0.00,3.13
26.00,108.99,12.35,0.87,0.00,3.13
26.00,109.37,12.36,0.86,0.00,3.13
26.00,108.33,12.28,0.84,0.00,3.13
26.00,99.21,12.28,0.85,0.00,3.13
26.00,104.69,12.47,0.90,0.00,3.13
32.00,109.99,13.27,0.94,0.00,3.13
32.00,108.44,14.73,0.93,0.00,3.13
32.00,110.44,13.07,0.91,0.00,3.13
21.00,95.32,10.90,0.82,0.00,3.13
21.00,92.21,10.70,0.82,0.00,3.13
21.00,105.49,10.36,0.88,0.00,3.13
21.00,100.37,11.40,0.85,0.00,3.13
26.00,98.24,12.09,0.84,0.00,3.13
21.00,104.77,11.32,0.93,0.00,3.14
21.00,108.11,11.29,0.89,0.00,3.14
32.00,110.22,11.85,0.90,0.00,3.14
21.00,95.49,11.26,0.78,0.00,3.14
21.00,94.62,10.77,0.76,0.00,3.14
21.00,105.87,10.89,0.89,0.00,3.14
21.00,106.37,11.09,0.78,0.00,3.14
26.00,105.37,11.40,0.90,0.00,3.14
26.00,104.22,12.28,0.89,0.00,3.14
32.00,109.87,13.60,0.93,0.00,3.14
32.00,106.88,12.22,0.88,0.00,3.14
21.00,91.55,11.89,0.84,0.00,3.14
26.00,105.37,12.90,0.81,0.00,3.16
21.00,106.66,11.32,0.89,0.00,3.16
21.00,102.60,11.43,0.88,0.00,3.16
21.00,109.99,10.40,0.87,0.00,3.16
21.00,101.77,10.77,0.90,0.00,3.16
21.00,104.77,11.39,0.91,0.00,3.16
21.00,107.21,10.90,0.90,0.00,3.16
21.00,100.99,11.94,0.78,0.00,3.16
21.00,104.33,12.22,0.84,0.00,3.16
26.00,101.77,12.24,0.86,0.00,3.16
26.00,101.49,12.19,0.92,0.00,3.16
26.00,100.10,12.73,0.88,0.00,3.16
26.00,104.99,11.71,0.85,0.00,3.16
26.00,111.12,11.54,0.81,0.00,3.16
32.00,110.66,14.12,0.92,0.00,3.16
32.00,107.49,12.34,0.92,0.00,3.16
21.00,102.88,11.16,0.86,0.00,3.16
21.00,104.77,11.60,0.91,0.00,3.16
26.00,111.42,12.10,0.84,0.00,3.16
26.00,111.86,11.65,0.74,0.00,3.16
32.00,113.36,13.13,0.91,0.00,3.16
26.00,109.86,11.61,0.89,0.00,3.17
26.00,104.44,12.47,0.90,0.00,3.17
21.00,104.66,11.29,0.89,0.00,3.17
21.00,104.42,10.99,0.87,0.00,3.17
21.00,104.77,11.79,0.86,0.00,3.17
21.00,100.09,12.03,0.91,0.00,3.17
21.00,104.33,11.17,0.88,0.00,3.17
32.00,108.33,15.09,0.91,0.00,3.17
32.00,113.11,13.44,0.90,0.00,3.17
32.00,106.09,12.20,0.93,0.00,3.17
32.00,106.66,12.51,0.93,0.00,3.17
21.00,95.62,10.86,0.81,0.00,3.17
21.00,100.87,11.56,0.89,0.00,3.19
21.00,107.99,11.93,0.92,0.00,3.19
21.00,101.12,11.13,0.90,0.00,3.19
26.00,108.11,12.22,0.93,0.00,3.19
26.00,104.55,12.22,0.92,0.00,3.19
32.00,108.99,13.57,0.95,0.00,3.19
32.00,113.10,12.67,0.95,0.00,3.19
32.00,110.32,13.44,0.96,0.00,3.19
32.00,110.10,15.08,0.91,0.00,3.19
21.00,89.86,10.16,0.78,0.00,3.19
21.00,104.99,11.17,0.93,0.00,3.19
21.00,106.12,10.68,0.91,0.00,3.19
32.00,109.99,11.69,0.92,0.00,3.19
32.00,106.66,11.79,0.90,0.00,3.19
21.00,95.12,10.96,0.86,0.00,3.19
26.00,104.33,11.69,0.88,0.00,3.20
21.00,103.77,11.49,0.88,0.00,3.20
21.00,105.62,10.78,0.90,0.00,3.20
21.00,104.22,11.13,0.91,0.00,3.20
21.00,103.66,12.03,0.92,0.00,3.20
21.00,105.11,11.73,0.88,0.00,3.20
21.00,102.74,11.00,0.92,0.00,3.20
21.00,106.24,12.56,0.91,0.00,3.20
26.00,108.12,12.03,0.82,0.00,3.20
26.00,96.77,12.83,0.89,0.00,3.20
26.00,105.55,12.32,0.94,0.00,3.20
26.00,104.21,12.47,0.91,0.00,3.20
26.00,104.33,11.70,0.91,0.00,3.20
32.00,111.36,13.25,0.94,0.00,3.20
32.00,110.99,13.10,0.94,0.00,3.20
32.00,110.21,13.72,0.93,0.00,3.20
32.00,109.32,14.67,0.96,0.00,3.20
32.00,104.49,14.07,0.94,0.00,3.20
21.00,94.12,10.79,0.81,0.00,3.20
21.00,93.90,11.73,0.86,0.00,3.20
21.00,103.61,10.40,0.88,0.00,3.20
21.00,107.99,11.13,0.90,0.00,3.20
32.00,109.88,13.32,0.92,0.00,3.20
21.00,102.55,11.99,0.86,0.00,3.22
21.00,100.33,11.32,0.95,0.00,3.22
21.00,105.77,10.81,0.90,0.00,3.22
21.00,108.10,11.29,0.86,0.00,3.22
21.00,105.87,10.79,0.89,0.00,3.22
21.00,99.88,11.63,0.95,0.00,3.22
21.00,101.21,12.28,0.90,0.00,3.22
26.00,104.12,12.20,0.90,0.00,3.22
26.00,104.10,12.44,0.89,0.00,3.22
32.00,111.44,13.14,0.93,0.00,3.22
32.00,106.99,12.38,0.93,0.00,3.22
32.00,105.88,14.40,0.88,0.00,3.22
21.00,101.62,11.16,0.89,0.00,3.23
21.00,106.12,11.70,0.87,0.00,3.23
21.00,103.77,12.98,0.80,0.00,3.23
26.00,104.10,12.38,0.88,0.00,3.23
26.00,111.49,11.54,0.86,0.00,3.23
26.00,98.66,12.11,0.93,0.00,3.23
26.00,104.00,12.17,0.88,0.00,3.23
26.00,108.88,11.85,0.96,0.00,3.23
32.00,113.36,13.17,0.84,0.00,3.23
32.00,99.49,13.33,0.93,0.00,3.23
32.00,108.33,11.63,0.94,0.00,3.23
32.00,110.11,11.87,0.94,0.00,3.23
32.00,102.09,13.22,0.95,0.00,3.23
21.00,90.10,10.38,0.78,0.00,3.23
21.00,89.88,11.20,0.78,0.00,3.23
21.00,103.55,11.61,0.89,0.00,3.24
21.00,103.24,11.20,0.87,0.00,3.24
21.00,106.12,10.80,0.89,0.00,3.24
21.00,104.10,13.01,0.87,0.00,3.24
26.00,103.66,12.19,0.90,0.00,3.24
26.00,98.70,11.68,0.98,0.00,3.24
21.00,91.10,10.46,0.87,0.00,3.24
26.00,111.24,11.39,0.90,0.00,3.25
21.00,100.66,10.87,0.97,0.00,3.25
21.00,100.99,11.83,0.91,0.00,3.25
21.00,102.99,11.09,0.91,0.00,3.25
26.00,106.42,12.18,0.86,0.00,3.25
26.00,98.66,11.99,0.93,0.00,3.25
26.00,107.99,12.25,0.86,0.00,3.25
26.00,110.33,11.53,0.94,0.00,3.25
26.00,103.99,12.24,0.96,0.00,3.25
26.00,104.33,12.32,0.91,0.00,3.25
26.00,110.11,11.90,0.92,0.00,3.25
26.00,109.22,11.75,0.99,0.00,3.25
26.00,102.08,12.87,0.96,0.00,3.25
26.00,103.10,12.38,0.92,0.00,3.25
32.00,108.44,14.24,0.98,0.00,3.25
32.00,112.74,12.46,0.97,0.00,3.25
32.00,111.21,13.87,0.97,0.00,3.25
32.00,108.33,14.67,0.96,0.00,3.25
32.00,110.77,13.29,0.97,0.00,3.25
32.00,109.88,12.77,0.94,0.00,3.25
21.00,95.99,12.56,0.77,0.00,3.25
26.00,104.33,12.03,0.91,0.00,3.26
21.00,105.10,11.23,0.97,0.00,3.27
21.00,103.22,11.12,0.90,0.00,3.27
26.00,97.40,12.61,0.92,0.00,3.27
26.00,103.99,12.82,0.97,0.00,3.27
32.00,110.86,14.94,0.96,0.00,3.27
32.00,106.79,13.86,0.95,0.00,3.27
32.00,109.55,13.75,0.96,0.00,3.27
32.00,106.36,14.10,0.94,0.00,3.27
21.00,106.55,11.20,0.93,0.00,3.27
21.00,103.44,11.18,0.93,0.00,3.27
21.00,103.22,12.47,0.91,0.00,3.27
21.00,103.88,11.18,0.91,0.00,3.27
26.00,106.10,12.45,0.94,0.00,3.27
32.00,110.66,13.51,0.96,0.00,3.27
32.00,106.77,12.02,0.92,0.00,3.27
32.00,105.90,12.28,0.93,0.00,3.27
32.00,109.09,13.51,0.94,0.00,3.27
21.00,91.62,10.70,0.80,0.00,3.27
21.00,97.28,11.33,0.96,0.00,3.28
21.00,104.10,11.16,0.89,0.00,3.28
26.00,103.66,11.29,0.89,0.00,3.28
26.00,109.61,11.49,0.93,0.00,3.28
26.00,104.99,11.96,0.96,0.00,3.28
26.00,104.22,12.36,0.93,0.00,3.28
26.00,104.44,12.08,0.95,0.00,3.28
32.00,108.33,13.21,1.00,0.00,3.28
32.00,110.33,11.46,0.95,0.00,3.28
21.00,91.08,10.74,0.90,0.00,3.28
26.00,104.79,11.91,0.95,0.00,3.28
32.00,109.99,13.82,0.96,0.00,3.28
32.00,104.77,11.11,0.91,0.00,3.28
21.00,104.22,11.50,0.95,0.00,3.30
21.00,105.12,12.02,0.93,0.00,3.30
26.00,97.88,11.96,0.91,0.00,3.30
26.00,100.39,11.79,0.93,0.00,3.30
26.00,105.22,12.44,0.94,0.00,3.30
26.00,109.88,11.71,0.93,0.00,3.30
26.00,110.49,11.95,0.96,0.00,3.30
32.00,107.29,12.36,0.96,0.00,3.30
21.00,89.57,10.39,0.86,0.00,3.30
21.00,95.19,10.95,0.86,0.00,3.30
21.00,101.55,11.22,0.91,0.00,3.31
21.00,104.62,11.31,0.94,0.00,3.31
21.00,103.99,11.94,0.96,0.00,3.31
26.00,105.11,12.28,0.96,0.00,3.31
32.00,110.10,13.18,0.99,0.00,3.31
21.00,96.10,10.72,0.82,0.00,3.31
21.00,100.44,10.97,0.96,0.00,3.31
21.00,107.10,10.80,0.99,0.00,3.31
21.00,102.90,11.37,0.96,0.00,3.31
21.00,105.50,10.99,0.94,0.00,3.31
21.00,103.32,11.61,0.94,0.00,3.31
21.00,102.55,11.82,0.93,0.00,3.31
21.00,102.27,11.44,0.94,0.00,3.31
26.00,109.32,12.25,0.88,0.00,3.31
26.00,103.99,12.26,0.94,0.00,3.31
26.00,102.44,12.80,0.96,0.00,3.31
32.00,112.39,12.87,0.99,0.00,3.31
32.00,110.10,13.32,0.96,0.00,3.31
32.00,109.61,11.36,0.96,0.00,3.31
32.00,109.88,11.75,0.96,0.00,3.31
21.00,95.66,11.16,0.91,0.00,3.31
21.00,105.66,11.30,0.99,0.00,3.33
21.00,97.25,11.18,0.92,0.00,3.33
21.00,105.62,11.71,0.94,0.00,3.33
21.00,106.74,10.88,0.95,0.00,3.33
21.00,99.10,11.89,0.95,0.00,3.33
21.00,99.44,12.37,0.91,0.00,3.33
26.00,103.44,11.43,0.91,0.00,3.33
26.00,102.21,12.56,0.95,0.00,3.33
26.00,101.45,13.11,0.92,0.00,3.33
26.00,100.99,12.64,0.97,0.00,3.33
26.00,99.45,13.73,0.98,0.00,3.33
26.00,103.77,12.38,0.94,0.00,3.33
26.00,103.66,12.29,0.95,0.00,3.33
32.00,113.49,13.69,0.97,0.00,3.33
32.00,107.19,11.88,0.97,0.00,3.33
32.00,107.29,11.70,0.94,0.00,3.33
32.00,110.10,12.11,0.97,0.00,3.33
32.00,110.19,12.54,0.97,0.00,3.33
32.00,106.79,11.82,0.93,0.00,3.33
32.00,94.55,10.50,0.96,0.00,3.33
32.00,103.33,14.11,0.90,0.00,3.33
21.00,93.19,11.69,0.91,0.00,3.33
21.00,103.99,11.10,0.93,0.00,3.33
26.00,100.77,12.09,0.81,0.00,3.33
32.00,106.32,13.39,1.00,0.00,3.33
21.00,95.43,10.79,0.86,0.00,3.33
21.00,90.32,10.51,0.88,0.00,3.33
21.00,102.00,10.88,0.93,0.00,3.34
26.00,104.33,12.71,0.93,0.00,3.34
26.00,109.74,12.16,0.95,0.00,3.34
32.00,105.77,11.93,0.94,0.00,3.34
21.00,104.36,11.19,0.89,0.00,3.34
21.00,108.11,10.45,0.92,0.00,3.34
26.00,101.99,12.08,0.87,0.00,3.34
26.00,102.49,12.57,0.97,0.00,3.34
26.00,107.44,12.16,0.88,0.00,3.36
26.00,99.30,11.78,0.95,0.00,3.36
26.00,100.00,12.87,0.98,0.00,3.36
26.00,106.21,12.69,0.97,0.00,3.36
26.00,104.33,11.93,0.96,0.00,3.36
32.00,111.69,13.19,1.02,0.00,3.36
32.00,109.49,11.67,0.97,0.00,3.36
32.00,107.55,12.39,0.96,0.00,3.36
32.00,110.12,11.84,0.98,0.00,3.36
32.00,109.79,13.65,0.93,0.00,3.36
21.00,100.77,11.42,0.94,0.00,3.36
21.00,106.49,11.90,0.94,0.00,3.36
26.00,104.32,12.42,0.90,0.00,3.36
26.00,104.11,11.65,0.94,0.00,3.36
26.00,103.44,12.71,0.96,0.00,3.36
32.00,95.60,10.52,0.97,0.00,3.36
21.00,90.90,11.10,0.91,0.00,3.36
21.00,94.39,12.22,0.89,0.00,3.36
32.00,91.50,10.98,0.99,0.00,3.37
21.00,99.55,11.61,0.95,0.00,3.38
21.00,103.88,11.89,0.94,0.00,3.38
21.00,100.09,12.07,0.94,0.00,3.38
21.00,102.87,10.84,0.92,0.00,3.38
21.00,103.66,11.30,0.95,0.00,3.38
26.00,105.10,12.53,0.93,0.00,3.38
26.00,100.99,12.31,0.93,0.00,3.38
26.00,104.99,12.25,0.93,0.00,3.38
26.00,101.18,13.05,1.01,0.00,3.38
32.00,108.77,13.56,1.03,0.00,3.38
32.00,110.39,12.51,0.97,0.00,3.38
32.00,106.77,12.63,0.95,0.00,3.38
32.00,106.33,12.14,0.97,0.00,3.38
32.00,107.89,11.60,1.00,0.00,3.38
32.00,110.09,12.71,0.97,0.00,3.38
32.00,107.77,14.19,0.92,0.00,3.38
21.00,91.80,10.33,0.85,0.00,3.38
21.00,90.49,11.11,0.92,0.00,3.38
21.00,92.88,10.58,0.82,0.00,3.38
21.00,100.66,11.15,0.95,0.00,3.39
26.00,99.66,12.08,0.81,0.00,3.39
26.00,110.39,11.79,1.00,0.00,3.39
26.00,104.10,11.72,0.96,0.00,3.39
26.00,99.49,12.76,0.98,0.00,3.39
32.00,110.19,13.19,0.98,0.00,3.39
32.00,110.44,13.26,0.98,0.00,3.39
32.00,110.00,11.28,0.96,0.00,3.39
32.00,105.77,12.29,0.97,0.00,3.39
32.00,106.33,12.19,0.96,0.00,3.39
32.00,109.59,13.03,0.89,0.00,3.39
32.00,108.09,14.76,0.87,0.00,3.39
32.00,109.00,14.24,0.96,0.00,3.39
21.00,92.72,12.17,0.92,0.00,3.39
21.00,94.55,10.99,0.90,0.00,3.39
32.00,107.33,11.93,1.01,0.00,3.40
26.00,104.99,12.95,0.99,0.00,3.41
26.00,96.99,12.59,1.01,0.00,3.41
32.00,108.77,13.17,0.98,0.00,3.41
32.00,110.08,11.83,0.97,0.00,3.41
32.00,110.29,12.12,1.02,0.00,3.41
32.00,107.69,12.00,0.95,0.00,3.41
32.00,105.72,13.65,1.03,0.00,3.41
32.00,104.90,12.43,0.93,0.00,3.41
32.00,105.09,14.44,0.97,0.00,3.41
21.00,95.55,10.78,0.92,0.00,3.41
21.00,103.19,11.61,0.92,0.00,3.41
32.00,107.55,12.00,0.99,0.00,3.41
32.00,95.40,10.66,0.99,0.00,3.41
21.00,100.99,11.03,1.01,0.00,3.42
21.00,102.70,11.11,0.94,0.00,3.42
21.00,102.50,11.59,1.00,0.00,3.42
26.00,104.88,12.32,0.94,0.00,3.42
26.00,107.25,11.65,0.91,0.00,3.42
26.00,107.49,12.16,0.91,0.00,3.42
26.00,104.66,11.67,1.00,0.00,3.42
26.00,104.49,12.90,1.01,0.00,3.42
26.00,106.90,11.53,0.99,0.00,3.42
26.00,102.59,12.48,0.98,0.00,3.42
26.00,102.77,12.90,0.97,0.00,3.42
32.00,112.33,13.26,1.03,0.00,3.42
32.00,113.49,12.51,1.00,0.00,3.42
32.00,111.69,13.06,1.02,0.00,3.42
32.00,107.29,11.75,1.00,0.00,3.42
32.00,91.39,10.88,0.94,0.00,3.42
32.00,106.99,12.96,0.95,0.00,3.42
21.00,89.49,10.36,0.90,0.00,3.42
21.00,91.60,10.66,0.91,0.00,3.42
21.00,91.89,10.57,0.87,0.00,3.42
21.00,100.55,10.48,0.97,0.00,3.44
21.00,105.33,11.69,0.94,0.00,3.44
26.00,99.70,12.62,0.99,0.00,3.44
32.00,109.89,11.49,1.01,0.00,3.44
32.00,109.81,12.42,1.00,0.00,3.44
32.00,104.90,12.55,0.95,0.00,3.44
32.00,109.99,13.28,0.88,0.00,3.44
32.00,98.69,14.54,0.91,0.00,3.44
21.00,101.33,11.33,0.95,0.00,3.44
21.00,105.37,10.83,0.96,0.00,3.44
21.00,101.44,11.35,0.99,0.00,3.44
26.00,104.12,11.71,0.98,0.00,3.44
26.00,106.33,12.62,0.98,0.00,3.44
32.00,91.09,11.20,0.98,0.00,3.44
32.00,102.19,11.96,0.92,0.00,3.44
32.00,110.33,13.56,0.92,0.00,3.44
32.00,105.39,13.79,0.93,0.00,3.44
32.00,103.63,14.88,0.92,0.00,3.44
21.00,95.10,11.81,0.93,0.00,3.44
26.00,103.66,11.87,0.91,0.00,3.44
21.00,104.77,11.84,0.93,0.00,3.45
32.00,108.69,15.50,1.02,0.00,3.45
21.00,106.09,10.73,1.00,0.00,3.45
26.00,104.21,11.49,0.94,0.00,3.45
26.00,111.24,11.45,0.95,0.00,3.45
26.00,99.00,13.57,0.98,0.00,3.45
26.00,104.08,12.77,1.00,0.00,3.45
26.00,104.66,12.05,0.99,0.00,3.45
32.00,108.89,13.33,1.00,0.00,3.45
32.00,101.36,13.85,1.04,0.00,3.45
32.00,106.72,13.43,0.96,0.00,3.45
21.00,91.90,10.67,0.90,0.00,3.45
21.00,89.10,10.46,0.91,0.00,3.45
21.00,89.77,11.46,0.89,0.00,3.45
21.00,104.99,11.89,0.97,0.00,3.45
26.00,101.54,12.41,0.97,0.00,3.45
32.00,109.99,13.50,1.02,0.00,3.45
32.00,104.39,13.74,0.94,0.00,3.45
21.00,89.70,11.97,0.90,0.00,3.45
21.00,101.50,11.65,0.94,0.00,3.47
32.00,110.77,12.81,1.03,0.00,3.47
32.00,107.81,12.61,0.94,0.00,3.47
21.00,89.59,10.55,0.92,0.00,3.47
21.00,105.40,11.10,0.97,0.00,3.47
21.00,96.44,11.72,0.95,0.00,3.47
21.00,99.88,10.96,0.94,0.00,3.47
26.00,105.09,12.24,0.95,0.00,3.47
26.00,103.90,12.87,0.97,0.00,3.47
26.00,103.77,11.75,0.95,0.00,3.47
26.00,104.55,12.27,0.98,0.00,3.47
32.00,104.79,12.84,0.98,0.00,3.47
32.00,109.77,11.79,0.96,0.00,3.47
32.00,109.37,11.70,0.99,0.00,3.47
32.00,102.19,13.22,0.98,0.00,3.47
32.00,101.90,12.84,0.96,0.00,3.47
21.00,91.10,12.02,0.89,0.00,3.47
26.00,104.40,12.46,1.01,0.00,3.48
21.00,105.62,10.90,0.96,0.00,3.48
26.00,102.77,12.19,0.94,0.00,3.48
26.00,105.70,11.49,0.94,0.00,3.48
26.00,99.66,12.28,0.93,0.00,3.48
26.00,99.33,12.41,0.99,0.00,3.48
26.00,102.69,11.96,1.01,0.00,3.48
26.00,99.60,13.88,0.97,0.00,3.48
32.00,110.39,12.94,1.01,0.00,3.48
32.00,105.19,13.76,0.93,0.00,3.48
32.00,108.59,13.87,0.93,0.00,3.48
32.00,104.55,13.04,0.92,0.00,3.48
32.00,95.10,10.53,1.02,0.00,3.48
32.00,109.66,14.62,0.93,0.00,3.48
21.00,106.30,11.47,1.01,0.00,3.49
21.00,105.37,11.66,0.95,0.00,3.49
26.00,98.39,11.90,0.97,0.00,3.49
32.00,106.13,12.63,1.03,0.00,3.49
32.00,108.77,12.77,0.99,0.00,3.49
32.00,91.81,11.19,1.01,0.00,3.49
32.00,105.70,12.55,0.95,0.00,3.49
32.00,90.88,11.00,1.00,0.00,3.50
26.00,104.49,12.36,0.98,0.00,3.50
26.00,104.55,12.27,0.96,0.00,3.50
26.00,98.09,12.00,0.95,0.00,3.50
26.00,98.29,13.56,1.01,0.00,3.50
26.00,102.50,13.29,0.98,0.00,3.50
26.00,104.10,12.33,0.97,0.00,3.50
26.00,102.54,12.58,1.00,0.00,3.50
32.00,105.89,14.05,0.99,0.00,3.50
32.00,105.09,13.18,1.02,0.00,3.50
32.00,107.55,12.25,0.96,0.00,3.50
32.00,107.49,11.95,0.99,0.00,3.50
32.00,111.36,13.71,0.94,0.00,3.50
32.00,107.79,12.81,0.95,0.00,3.50
32.00,110.19,13.26,0.95,0.00,3.50
32.00,91.59,11.11,1.01,0.00,3.50
32.00,108.08,13.82,0.97,0.00,3.50
32.00,95.19,10.38,1.01,0.00,3.50
21.00,91.44,10.50,0.90,0.00,3.50
21.00,91.69,12.31,0.92,0.00,3.50
21.00,89.39,10.37,0.93,0.00,3.50
26.00,102.88,13.09,1.01,0.00,3.50
26.00,106.44,11.53,0.94,0.00,3.52
26.00,102.90,12.70,1.01,0.00,3.52
32.00,110.79,11.52,1.04,0.00,3.52
32.00,105.59,11.89,0.99,0.00,3.52
32.00,105.44,13.62,0.93,0.00,3.52
32.00,104.40,13.27,0.98,0.00,3.52
21.00,92.22,11.49,0.91,0.00,3.52
26.00,103.77,12.21,0.96,0.00,3.52
26.00,101.87,11.30,0.93,0.00,3.52
26.00,105.09,12.00,1.02,0.00,3.52
32.00,107.33,11.87,0.98,0.00,3.52
32.00,109.36,13.14,1.01,0.00,3.52
32.00,104.81,13.90,0.93,0.00,3.52
21.00,84.99,10.08,0.94,0.00,3.52
21.00,105.50,11.09,1.02,0.00,3.53
21.00,101.25,10.79,0.98,0.00,3.53
26.00,104.33,11.73,1.01,0.00,3.53
26.00,105.49,12.04,1.04,0.00,3.53
26.00,106.89,13.03,1.02,0.00,3.53
